IATA,Countries,Cities,Type Point,Location
KRT, Sudan,Jartum,"{'location': {'type': 'Point', 'coordinates': (7.93185802875815, 58.085627599999995)}}","{'location': {'type': 'Point', 'coordinates': (7.93185802875815, 58.085627599999995)}}"
KRW, Turkmenistan,Turkmenbashi,"{'location': {'type': 'Point', 'coordinates': (32.5349123, 15.5635972)}}","{'location': {'type': 'Point', 'coordinates': (32.5349123, 15.5635972)}}"
KRY, China,Karamay,"{'location': {'type': 'Point', 'coordinates': (52.9928838, 40.0053169)}}","{'location': {'type': 'Point', 'coordinates': (52.9928838, 40.0053169)}}"
KSA, micronesia,Kosrae,"{'location': {'type': 'Point', 'coordinates': (84.8867252, 45.5777993)}}","{'location': {'type': 'Point', 'coordinates': (84.8867252, 45.5777993)}}"
KSC, Eslovaquia,Kosice,"{'location': {'type': 'Point', 'coordinates': (162.9811154168676, 5.314262149999999)}}","{'location': {'type': 'Point', 'coordinates': (162.9811154168676, 5.314262149999999)}}"
KSE, Uganda,Kasese,"{'location': {'type': 'Point', 'coordinates': (21.2496774, 48.7172272)}}","{'location': {'type': 'Point', 'coordinates': (21.2496774, 48.7172272)}}"
KSF, Alemania,Kassel,"{'location': {'type': 'Point', 'coordinates': (30.00462085389341, 0.13095535)}}","{'location': {'type': 'Point', 'coordinates': (30.00462085389341, 0.13095535)}}"
KSH, Corri,Kermanshah,"{'location': {'type': 'Point', 'coordinates': (9.4924096, 51.3154546)}}","{'location': {'type': 'Point', 'coordinates': (9.4924096, 51.3154546)}}"
KSJ, Grecia,Kasos,"{'location': {'type': 'Point', 'coordinates': (46.7010122, 34.3789744)}}","{'location': {'type': 'Point', 'coordinates': (46.7010122, 34.3789744)}}"
KSL, Sudan,Kassala,"{'location': {'type': 'Point', 'coordinates': (26.911798146897418, 35.38722745)}}","{'location': {'type': 'Point', 'coordinates': (26.911798146897418, 35.38722745)}}"
KSM, Estados Unidos,St. Mary s,"{'location': {'type': 'Point', 'coordinates': (36.0181112, 16.0431989)}}","{'location': {'type': 'Point', 'coordinates': (36.0181112, 16.0431989)}}"
KSN, Kazajstan,Kostanay,"{'location': {'type': 'Point', 'coordinates': (-6.292879121335639, 49.92034085)}}","{'location': {'type': 'Point', 'coordinates': (-6.292879121335639, 49.92034085)}}"
KSO, Grecia,Kastoria,"{'location': {'type': 'Point', 'coordinates': (63.632607, 53.2146604)}}","{'location': {'type': 'Point', 'coordinates': (63.632607, 53.2146604)}}"
KSQ, Uzbekistan,Qarshi,"{'location': {'type': 'Point', 'coordinates': (21.2688435, 40.5171556)}}","{'location': {'type': 'Point', 'coordinates': (21.2688435, 40.5171556)}}"
KSU, Noruega,Kristiansund,"{'location': {'type': 'Point', 'coordinates': (65.7927948, 38.83998)}}","{'location': {'type': 'Point', 'coordinates': (65.7927948, 38.83998)}}"
KSY, pavo,Kars,"{'location': {'type': 'Point', 'coordinates': (7.545258996501891, 63.216819400000006)}}","{'location': {'type': 'Point', 'coordinates': (7.545258996501891, 63.216819400000006)}}"
KTA, Australia,Karratha,"{'location': {'type': 'Point', 'coordinates': (42.9979531, 40.4558435)}}","{'location': {'type': 'Point', 'coordinates': (42.9979531, 40.4558435)}}"
KTB, Estados Unidos,Thorne Bay,"{'location': {'type': 'Point', 'coordinates': (116.8478592, -20.7370067)}}","{'location': {'type': 'Point', 'coordinates': (116.8478592, -20.7370067)}}"
KTG, Indonesia,Ketapang,"{'location': {'type': 'Point', 'coordinates': (-132.5222222, 55.6877778)}}","{'location': {'type': 'Point', 'coordinates': (-132.5222222, 55.6877778)}}"
KTJ, Kenia,Masai Mara,"{'location': {'type': 'Point', 'coordinates': (110.46504148307831, -1.68125395)}}","{'location': {'type': 'Point', 'coordinates': (110.46504148307831, -1.68125395)}}"
KTM, Nepal,Katmandu,"{'location': {'type': 'Point', 'coordinates': (9.6146919, 52.7515019)}}","{'location': {'type': 'Point', 'coordinates': (9.6146919, 52.7515019)}}"
KTN, Estados Unidos,Ketchikan,"{'location': {'type': 'Point', 'coordinates': (85.3205817, 27.708317)}}","{'location': {'type': 'Point', 'coordinates': (85.3205817, 27.708317)}}"
KTR, Australia,Katherine,"{'location': {'type': 'Point', 'coordinates': (-131.6466819, 55.3430696)}}","{'location': {'type': 'Point', 'coordinates': (-131.6466819, 55.3430696)}}"
KTS, Estados Unidos,Brevig Mission,"{'location': {'type': 'Point', 'coordinates': (132.2635993, -14.4646157)}}","{'location': {'type': 'Point', 'coordinates': (132.2635993, -14.4646157)}}"
KTT, Finlandia,Kittila,"{'location': {'type': 'Point', 'coordinates': (-166.4877152, 65.3329737)}}","{'location': {'type': 'Point', 'coordinates': (-166.4877152, 65.3329737)}}"
KTW, Polonia,Katowice,"{'location': {'type': 'Point', 'coordinates': (24.9095086, 67.651985)}}","{'location': {'type': 'Point', 'coordinates': (24.9095086, 67.651985)}}"
KUA, Malasia,Kuantan,"{'location': {'type': 'Point', 'coordinates': (19.0215852, 50.2598987)}}","{'location': {'type': 'Point', 'coordinates': (19.0215852, 50.2598987)}}"
KUC, Kiribati,Kuria,"{'location': {'type': 'Point', 'coordinates': (103.32199, 3.7985637)}}","{'location': {'type': 'Point', 'coordinates': (103.32199, 3.7985637)}}"
KUD, Malasia,Kudat,"{'location': {'type': 'Point', 'coordinates': (173.32565432394193, 0.24705919999999998)}}","{'location': {'type': 'Point', 'coordinates': (173.32565432394193, 0.24705919999999998)}}"
KUF, Rusia,Samara,"{'location': {'type': 'Point', 'coordinates': (116.851085, 6.8824798)}}","{'location': {'type': 'Point', 'coordinates': (116.851085, 6.8824798)}}"
KUG, Australia,Moa Island,"{'location': {'type': 'Point', 'coordinates': (50.195217127836344, 53.3216598)}}","{'location': {'type': 'Point', 'coordinates': (50.195217127836344, 53.3216598)}}"
KUH, Japon,Kushiro,"{'location': {'type': 'Point', 'coordinates': (142.26131776282557, -10.18871205)}}","{'location': {'type': 'Point', 'coordinates': (142.26131776282557, -10.18871205)}}"
KUK, Estados Unidos,Kasigluk,"{'location': {'type': 'Point', 'coordinates': (144.3820381, 42.9906837)}}","{'location': {'type': 'Point', 'coordinates': (144.3820381, 42.9906837)}}"
KUL, Malasia,Kuala Lumpur,"{'location': {'type': 'Point', 'coordinates': (-162.52427921563023, 60.886195)}}","{'location': {'type': 'Point', 'coordinates': (-162.52427921563023, 60.886195)}}"
KUM, Japon,Yakushima,"{'location': {'type': 'Point', 'coordinates': (101.6942371, 3.1516964)}}","{'location': {'type': 'Point', 'coordinates': (101.6942371, 3.1516964)}}"
KUN, Lituania,Kaunas,"{'location': {'type': 'Point', 'coordinates': (130.52448324447516, 30.347925)}}","{'location': {'type': 'Point', 'coordinates': (130.52448324447516, 30.347925)}}"
KUO, Finlandia,Kuopio,"{'location': {'type': 'Point', 'coordinates': (23.9044817, 54.8982139)}}","{'location': {'type': 'Point', 'coordinates': (23.9044817, 54.8982139)}}"
KUS, Groenlandia,Kulusuk,"{'location': {'type': 'Point', 'coordinates': (27.594561484488977, 62.8241424)}}","{'location': {'type': 'Point', 'coordinates': (27.594561484488977, 62.8241424)}}"
KUT, Georgia,Kutaisi,"{'location': {'type': 'Point', 'coordinates': (-37.1869257, 65.5756356)}}","{'location': {'type': 'Point', 'coordinates': (-37.1869257, 65.5756356)}}"
KUU, India,Kullu,"{'location': {'type': 'Point', 'coordinates': (42.705359, 42.2716455)}}","{'location': {'type': 'Point', 'coordinates': (42.705359, 42.2716455)}}"
KUV, Corea del Sur,Gunsan,"{'location': {'type': 'Point', 'coordinates': (77.37899639741332, 32.00186325)}}","{'location': {'type': 'Point', 'coordinates': (77.37899639741332, 32.00186325)}}"
KUZ, Groenlandia,Kuummiit,"{'location': {'type': 'Point', 'coordinates': (126.7369036, 35.9679984)}}","{'location': {'type': 'Point', 'coordinates': (126.7369036, 35.9679984)}}"
KVA, Grecia,Kavala,"{'location': {'type': 'Point', 'coordinates': (-37.0042682, 65.8644613)}}","{'location': {'type': 'Point', 'coordinates': (-37.0042682, 65.8644613)}}"
KVG, Papua Nueva Guinea,Kavieng,"{'location': {'type': 'Point', 'coordinates': (24.4122766, 40.9369224)}}","{'location': {'type': 'Point', 'coordinates': (24.4122766, 40.9369224)}}"
KVK, Rusia,Kirovsk,"{'location': {'type': 'Point', 'coordinates': (150.795224, -2.573474)}}","{'location': {'type': 'Point', 'coordinates': (150.795224, -2.573474)}}"
KVL, Estados Unidos,Kivalina,"{'location': {'type': 'Point', 'coordinates': (30.9855331, 59.8813954)}}","{'location': {'type': 'Point', 'coordinates': (30.9855331, 59.8813954)}}"
KVO, Serbia,Kraljevo,"{'location': {'type': 'Point', 'coordinates': (-164.540719, 67.7278764)}}","{'location': {'type': 'Point', 'coordinates': (-164.540719, 67.7278764)}}"
KVR, Rusia,Kavalerovo,"{'location': {'type': 'Point', 'coordinates': (20.6870792, 43.7234519)}}","{'location': {'type': 'Point', 'coordinates': (20.6870792, 43.7234519)}}"
KVX, Rusia,Kirov,"{'location': {'type': 'Point', 'coordinates': (135.0554977, 44.2673637)}}","{'location': {'type': 'Point', 'coordinates': (135.0554977, 44.2673637)}}"
KWA, Islas Marshall,Kwajalein Atoll,"{'location': {'type': 'Point', 'coordinates': (49.6666241, 58.6035661)}}","{'location': {'type': 'Point', 'coordinates': (49.6666241, 58.6035661)}}"
KWE, China,Guiyang,"{'location': {'type': 'Point', 'coordinates': (167.3333333, 9.0833333)}}","{'location': {'type': 'Point', 'coordinates': (167.3333333, 9.0833333)}}"
KWF, Alaska,Waterfall,"{'location': {'type': 'Point', 'coordinates': (112.72964, 25.7561647)}}","{'location': {'type': 'Point', 'coordinates': (112.72964, 25.7561647)}}"
KWI, Kuwait,Kuwait City,"{'location': {'type': 'Point', 'coordinates': (150.9931332, -34.1347694)}}","{'location': {'type': 'Point', 'coordinates': (150.9931332, -34.1347694)}}"
KWJ, Corea del Sur,Gwangju,"{'location': {'type': 'Point', 'coordinates': (47.9735629, 29.3797091)}}","{'location': {'type': 'Point', 'coordinates': (47.9735629, 29.3797091)}}"
KWK, Estados Unidos,Kwigillingok,"{'location': {'type': 'Point', 'coordinates': (126.8515089, 35.1595775)}}","{'location': {'type': 'Point', 'coordinates': (126.8515089, 35.1595775)}}"
KWL, China,Guilin,"{'location': {'type': 'Point', 'coordinates': (-163.1495590844156, 59.877165500000004)}}","{'location': {'type': 'Point', 'coordinates': (-163.1495590844156, 59.877165500000004)}}"
KWM, Australia,Kowanyama,"{'location': {'type': 'Point', 'coordinates': (110.1752245, 25.2383172)}}","{'location': {'type': 'Point', 'coordinates': (110.1752245, 25.2383172)}}"
KWN, Estados Unidos,Quinhagak,"{'location': {'type': 'Point', 'coordinates': (141.81793609709086, -15.2749595)}}","{'location': {'type': 'Point', 'coordinates': (141.81793609709086, -15.2749595)}}"
KWP, Estados Unidos,West Point,"{'location': {'type': 'Point', 'coordinates': (-161.8972349, 59.7506428)}}","{'location': {'type': 'Point', 'coordinates': (-161.8972349, 59.7506428)}}"
KWT, Estados Unidos,Kwethluk,"{'location': {'type': 'Point', 'coordinates': (-88.6503255, 33.6076186)}}","{'location': {'type': 'Point', 'coordinates': (-88.6503255, 33.6076186)}}"
KXA, Estados Unidos,Kasaan,"{'location': {'type': 'Point', 'coordinates': (-161.4358333, 60.811406)}}","{'location': {'type': 'Point', 'coordinates': (-161.4358333, 60.811406)}}"
KXB, Indonesia,Kolaka,"{'location': {'type': 'Point', 'coordinates': (-132.40263, 55.5395294)}}","{'location': {'type': 'Point', 'coordinates': (-132.40263, 55.5395294)}}"
KXF, Fiji,Koro Island,"{'location': {'type': 'Point', 'coordinates': (121.605559, -4.059702)}}","{'location': {'type': 'Point', 'coordinates': (121.605559, -4.059702)}}"
KXK, Rusia,Komsomolsk del Amur,"{'location': {'type': 'Point', 'coordinates': (179.40462143209265, -17.32031955)}}","{'location': {'type': 'Point', 'coordinates': (179.40462143209265, -17.32031955)}}"
KXU, Polinesia frances,Katiu,"{'location': {'type': 'Point', 'coordinates': (137.020782, 50.550877)}}","{'location': {'type': 'Point', 'coordinates': (137.020782, 50.550877)}}"
KYA, pavo,Konya,"{'location': {'type': 'Point', 'coordinates': (-144.39702849007244, -16.41230185)}}","{'location': {'type': 'Point', 'coordinates': (-144.39702849007244, -16.41230185)}}"
KYK, Estados Unidos,Karluk,"{'location': {'type': 'Point', 'coordinates': (32.4874202, 37.8768277)}}","{'location': {'type': 'Point', 'coordinates': (32.4874202, 37.8768277)}}"
KYP, Myanmar (Burma),Kyaukpyu,"{'location': {'type': 'Point', 'coordinates': (-154.303986481549, 57.6018585)}}","{'location': {'type': 'Point', 'coordinates': (-154.303986481549, 57.6018585)}}"
KYU, Estados Unidos,Koyukuk,"{'location': {'type': 'Point', 'coordinates': (93.5479844, 19.4266675)}}","{'location': {'type': 'Point', 'coordinates': (93.5479844, 19.4266675)}}"
KYZ, Rusia,Kizil,"{'location': {'type': 'Point', 'coordinates': (-157.69742699347248, 64.8956515)}}","{'location': {'type': 'Point', 'coordinates': (-157.69742699347248, 64.8956515)}}"
KZB, Estados Unidos,Zachar Bay,"{'location': {'type': 'Point', 'coordinates': (94.4300679, 51.719079)}}","{'location': {'type': 'Point', 'coordinates': (94.4300679, 51.719079)}}"
KZI, Grecia,Kozani,"{'location': {'type': 'Point', 'coordinates': (-153.77397130216502, 57.5565583)}}","{'location': {'type': 'Point', 'coordinates': (-153.77397130216502, 57.5565583)}}"
KZN, Rusia,Kazan,"{'location': {'type': 'Point', 'coordinates': (21.7883119, 40.3007259)}}","{'location': {'type': 'Point', 'coordinates': (21.7883119, 40.3007259)}}"
KZO, Kazajstan,Kyzylorda,"{'location': {'type': 'Point', 'coordinates': (49.1242266, 55.7823547)}}","{'location': {'type': 'Point', 'coordinates': (49.1242266, 55.7823547)}}"
KZR, pavo,Kutahya,"{'location': {'type': 'Point', 'coordinates': (65.5036151, 44.8426778)}}","{'location': {'type': 'Point', 'coordinates': (65.5036151, 44.8426778)}}"
KZS, Grecia,Kastellorizo,"{'location': {'type': 'Point', 'coordinates': (29.4937732, 39.2522508)}}","{'location': {'type': 'Point', 'coordinates': (29.4937732, 39.2522508)}}"
LAD, Angola,Luanda,"{'location': {'type': 'Point', 'coordinates': (29.5897107, 36.1485617)}}","{'location': {'type': 'Point', 'coordinates': (29.5897107, 36.1485617)}}"
LAE, Papua Nueva Guinea,Lae,"{'location': {'type': 'Point', 'coordinates': (13.2439512, -8.8272699)}}","{'location': {'type': 'Point', 'coordinates': (13.2439512, -8.8272699)}}"
LAK, Canada,Aklavik,"{'location': {'type': 'Point', 'coordinates': (147.0008109, -6.7301976)}}","{'location': {'type': 'Point', 'coordinates': (147.0008109, -6.7301976)}}"
LAN, Estados Unidos,Lansing,"{'location': {'type': 'Point', 'coordinates': (-135.013585, 68.2182579)}}","{'location': {'type': 'Point', 'coordinates': (-135.013585, 68.2182579)}}"
LAO, Filipinas,Laoag,"{'location': {'type': 'Point', 'coordinates': (-84.5553805, 42.7337712)}}","{'location': {'type': 'Point', 'coordinates': (-84.5553805, 42.7337712)}}"
LAP, Mexico,La Paz,"{'location': {'type': 'Point', 'coordinates': (120.5935433, 18.1973235)}}","{'location': {'type': 'Point', 'coordinates': (120.5935433, 18.1973235)}}"
LAR, Estados Unidos,Laramie,"{'location': {'type': 'Point', 'coordinates': (-68.1336229, -16.4955455)}}","{'location': {'type': 'Point', 'coordinates': (-68.1336229, -16.4955455)}}"
LAS, Estados Unidos,Las Vegas,"{'location': {'type': 'Point', 'coordinates': (-105.591101, 41.311367)}}","{'location': {'type': 'Point', 'coordinates': (-105.591101, 41.311367)}}"
LAU, Kenia,Lamu,"{'location': {'type': 'Point', 'coordinates': (-115.148516, 36.1672559)}}","{'location': {'type': 'Point', 'coordinates': (-115.148516, 36.1672559)}}"
LAW, Estados Unidos,Lawton,"{'location': {'type': 'Point', 'coordinates': (40.9010641, -2.2675396)}}","{'location': {'type': 'Point', 'coordinates': (40.9010641, -2.2675396)}}"
LAX, Estados Unidos,Los Angeles,"{'location': {'type': 'Point', 'coordinates': (-98.3903305, 34.6086854)}}","{'location': {'type': 'Point', 'coordinates': (-98.3903305, 34.6086854)}}"
LBA, Reino Unido,Leeds,"{'location': {'type': 'Point', 'coordinates': (-118.242766, 34.0536909)}}","{'location': {'type': 'Point', 'coordinates': (-118.242766, 34.0536909)}}"
LBB, Estados Unidos,Lubbock,"{'location': {'type': 'Point', 'coordinates': (-1.5437941, 53.7974185)}}","{'location': {'type': 'Point', 'coordinates': (-1.5437941, 53.7974185)}}"
LBD, Tayikistan,Judzhant,"{'location': {'type': 'Point', 'coordinates': (-101.879336, 33.5635206)}}","{'location': {'type': 'Point', 'coordinates': (-101.879336, 33.5635206)}}"
LBE, Estados Unidos,Latrobe,"{'location': {'type': 'Point', 'coordinates': 'nwoknU'}}","{'location': {'type': 'Point', 'coordinates': 'nwoknU'}}"
LBF, Estados Unidos,North Platte,"{'location': {'type': 'Point', 'coordinates': (-79.3840301, 40.317287)}}","{'location': {'type': 'Point', 'coordinates': (-79.3840301, 40.317287)}}"
LBJ, Indonesia,Labuan Bajo,"{'location': {'type': 'Point', 'coordinates': (-100.7654232, 41.1238873)}}","{'location': {'type': 'Point', 'coordinates': (-100.7654232, 41.1238873)}}"
LBL, Estados Unidos,Liberal,"{'location': {'type': 'Point', 'coordinates': (119.8854958, -8.494408)}}","{'location': {'type': 'Point', 'coordinates': (119.8854958, -8.494408)}}"
LBP, Malasia,Long Banga,"{'location': {'type': 'Point', 'coordinates': (-100.920999, 37.0430812)}}","{'location': {'type': 'Point', 'coordinates': (-100.920999, 37.0430812)}}"
LBR, Brasil,Labrea,"{'location': {'type': 'Point', 'coordinates': (115.3941212, 3.2034215)}}","{'location': {'type': 'Point', 'coordinates': (115.3941212, 3.2034215)}}"
LBS, Fiji,Labasa,"{'location': {'type': 'Point', 'coordinates': (-64.7924505, -7.2613683)}}","{'location': {'type': 'Point', 'coordinates': (-64.7924505, -7.2613683)}}"
LBU, Malasia,Labuan,"{'location': {'type': 'Point', 'coordinates': (179.3664854, -16.4332753)}}","{'location': {'type': 'Point', 'coordinates': (179.3664854, -16.4332753)}}"
LBV, Gabon,Libreville,"{'location': {'type': 'Point', 'coordinates': (115.2198613, 5.3168336)}}","{'location': {'type': 'Point', 'coordinates': (115.2198613, 5.3168336)}}"
LCA, Chipre,Larnaca,"{'location': {'type': 'Point', 'coordinates': (9.454001, 0.390002)}}","{'location': {'type': 'Point', 'coordinates': (9.454001, 0.390002)}}"
LCE, Honduras,La Ceiba,"{'location': {'type': 'Point', 'coordinates': (33.6236184, 34.9236095)}}","{'location': {'type': 'Point', 'coordinates': (33.6236184, 34.9236095)}}"
LCG, Espana,La Coruna,"{'location': {'type': 'Point', 'coordinates': (-86.7917749, 15.7833743)}}","{'location': {'type': 'Point', 'coordinates': (-86.7917749, 15.7833743)}}"
LCH, Estados Unidos,Lake Charles,"{'location': {'type': 'Point', 'coordinates': (-8.3959425, 43.3709703)}}","{'location': {'type': 'Point', 'coordinates': (-8.3959425, 43.3709703)}}"
LCJ, Polonia,odz,"{'location': {'type': 'Point', 'coordinates': (-93.2173759, 30.2265949)}}","{'location': {'type': 'Point', 'coordinates': (-93.2173759, 30.2265949)}}"
